resultID,studyName,riskFactorName,severity,severityLowerBound,severityUpperBound,severitypValue,severitySignificance,severityAdjusted,severityCalculated
11ab20282de8,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study",Cancer,AOR=1.30,0.95,1.8,0.1,"Not Significant",Adjusted,Extracted
34083a2cc727,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Race_ Other vs",AOR=1.24,0.86,1.8,0.7,"Not Significant",Adjusted,Extracted
3d330f7b006a,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Smoking Status",AOR=1.05,0.82,1.3,0.72,"Not Significant",Adjusted,Extracted
48aead725566,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study",Hypertension,AOR=0.96,0.75,1.2,0.76,"Not Significant",Adjusted,Extracted
48f2fbeb5329,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Race_ Asian vs",AOR=1.24,0.82,1.9,0.3,"Not Significant",Adjusted,Extracted
4f8739ff44d7,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Overweight or obese",AOR=0.94,0.73,1.2,0.65,"Not Significant",Adjusted,Extracted
5f90526f6359,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study",Diabetes,AOR=1.23,0.99,1.5,0.06,"Not Significant",Adjusted,Extracted
6dcadbb9c6d4,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Heart Disease",AOR=0.92,0.71,1.2,0.56,"Not Significant",Adjusted,Extracted
7c377298bb48,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Chronic kidney disease",AOR=0.73,0.55,1.0,<0.05,Significant,Adjusted,Extracted
9e3033aa1710,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Male gender",AOR=1.06,0.85,1.3,0.6,"Not Significant",Adjusted,Extracted
a553b582333b,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Overweight or obese",AOR=1.71,1.1,2.7,<0.05,Significant,Adjusted,Extracted
d36ab5265212,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Overweight or obese",AOR=1.11,0.85,1.5,0.44,"Not Significant",Adjusted,Extracted
e2908b7eb0ce,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Race_ Black vs",AOR=0.57,0.41,0.8,<0.05,Significant,Adjusted,Extracted
e980de45bfca,"Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Ethnicity_ Hispanic vs",AOR=0.89,0.69,1.2,0.38,"Not Significant",Adjusted,Extracted
58f6673b9f95,"Factors associated with hospitalization and critical illness among 4,103 patients with","Male gender","OR 0.99",0.74,1.33,0.95,"Not Significant","Not Adjusted",Extracted
6effc9131cc0,"Factors associated with hospitalization and critical illness among 4,103 patients with","Overweight or obese","OR 1.38",1.03,1.85,0.03,Significant,"Not Adjusted",Extracted
8bbe020d0145,"Factors associated with hospitalization and critical illness among 4,103 patients with",Cancer,"OR 1.14",0.67,1.91,0.63,"Not Significant","Not Adjusted",Extracted
be5c024cc167,"Factors associated with hospitalization and critical illness among 4,103 patients with","Chronic kidney disease","OR 0.51",0.29,0.89,0.02,Significant,"Not Adjusted",Extracted
c0c4edc58663,"Factors associated with hospitalization and critical illness among 4,103 patients with","Heart Disease","OR 0.89",0.55,1.41,0.61,"Not Significant","Not Adjusted",Extracted
faa37da38908,"Factors associated with hospitalization and critical illness among 4,103 patients with","Heart Failure","OR 1.31",0.73,2.34,0.36,"Not Significant","Not Adjusted",Extracted
08d873bcb812,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19",Hypertension,"OR 1.29",0.87,1.92,0.21,"Not Significant","Not Adjusted",Calculated
2def1cac9fcf,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Ethnicity_ Hispanic vs",AOR=0.83,0.44,1.55,0.57,"Not Significant",Adjusted,Extracted
35df5e13f2bf,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Race_ Black vs",AOR=0.56,0.3,1.01,0.06,"Not Significant",Adjusted,Extracted
44c2517dc324,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Chronic kidney disease","OR 1.01",0.5,2.03,0.98,"Not Significant","Not Adjusted",Calculated
6ae7e6a652ce,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Overweight or obese",AOR=1.46,0.87,2.46,0.15,"Not Significant",Adjusted,Extracted
818cfb45602a,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Chronic respiratory diseases","OR 1.07",0.63,1.81,0.82,"Not Significant","Not Adjusted",Calculated
a0ff939a6ed9,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Race_ Asian vs","AOR 0.71",0.27,1.71,0.46,"Not Significant",Adjusted,Extracted
af664786d4fe,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19",Diabetes,"OR 1.60",1.06,2.41,<0.05,Significant,"Not Adjusted",Calculated
d7ef64dd8422,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19",Cancer,"OR 1.31",0.73,2.32,0.37,"Not Significant","Not Adjusted",Calculated
da5364dfa0d7,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Heart Disease","OR 1.59",1.01,2.5,<0.05,Significant,"Not Adjusted",Calculated
ea6ec472056b,"Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19","Smoking Status","OR 1.47",0.98,2.22,0.06,"Not Significant","Not Adjusted",Calculated
8e3b8f0efeca,"Features of 16,749 hospitalised UK patients with COVID-19 using the ISARIC WHO Clinical Characterisation Protocol",COPD,,,,,,,
2ad361c68912,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.","Heart Disease",,,,,,,
7d55486646a8,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.","Overweight or obese",,,,,,,
a26937f249ce,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.",Dementia,,,,,,,
c3ef5fe9c11e,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.","Chronic respiratory diseases",,,,,,,
c985f465240f,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.",Diabetes,,,,,,,
e5c640dfdff7,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.","Chronic kidney disease",,,,,,,
e933520a8d32,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.",Cancer,,,,,,,
facdf756665f,"Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.","Chronic liver disease",,,,,,,
0ccb4e6a673b,"Frailty and mortality in hospitalized older adults with COVID-19: retrospective observational study",Dementia,,,,,,,
a6bfd9673c61,"Gender-Based Disparities in COVID-19: Clinical Characteristics and Propensity-matched Analysis of Outcomes","Male gender","RR 1.71",1.28,2.3,<0.01,Significant,Adjusted,Extracted
30bc8dac075c,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation","Overweight or obese",AOR=3.45,0.83,14.31,0.48,"Not Significant",Adjusted,Extracted
73ca23eec09c,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation","Overweight or obese",AOR=7.36,1.63,33.14,<0.05,Significant,Adjusted,Extracted
b6fc57717f50,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation",Age,OR=1.00,0.97,1.02,0.73,"Not Significant","Not Adjusted",Extracted
cb5a45d9c48f,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation",Age,AOR=1.00,0.97,1.04,0.87,"Not Significant",Adjusted,Extracted
cdadc9889553,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation","Overweight or obese",OR=6.75,1.76,25.85,<0.05,Significant,"Not Adjusted",Extracted
d321d225991a,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation","Overweight or obese",OR=3.38,0.9,12.72,0.45,"Not Significant","Not Adjusted",Extracted
d365bcede9f3,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation","Overweight or obese",OR=1.72,0.56,5.23,0.22,"Not Significant","Not Adjusted",Extracted
d6d6e87262b5,"High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation","Overweight or obese",AOR=1.69,0.52,5.48,0.22,"Not Significant",Adjusted,Extracted
4b91ac078b2a,"Higher mortality in men from COVID19 infection-understanding the factors that drive the differences between the biological sexes.","Male gender",,,,,,,
271590793f5a,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study","Chronic respiratory diseases",,,,,,,
2cd0823e530e,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study",Age,,,,,,,
3fc98431311c,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study","Chronic kidney disease",,,,,,,
68f04d2fc023,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study",COPD,,,,,,,
7b54cba37347,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study","Heart Failure",,,,,,,
84867d2d5de1,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study","Cerebrovascular disease",,,,,,,
85e3941afa56,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study",COPD,,,,,,,
d9c16d752176,"History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study","Cerebrovascular disease",,,,,,,
95a4b29bd05b,"Host susceptibility to severe COVID-19 and establishment of a host risk score: findings of 487 cases outside Wuhan","Smoking Status","OR 1.60",0.64,4.04,0.32,,,
2ed67828235d,"Hypertension and Renin-Angiotensin-Aldosterone System Inhibitors in Patients with Covid-19",Hypertension,,,,,,,
343003201d97,"Hypertension and Renin-Angiotensin-Aldosterone System Inhibitors in Patients with Covid-19",Hypertension,,,,,,,
0dba68e2dd8c,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019","Heart Failure",,,,,,"Heart failure",
1a1fc06158cb,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019",Diabetes,,,,,,Diabetes,
1b068811b4f3,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019",Hypertension,,,,,,Hypertension,
339f3890c6e9,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019","Heart Disease",,,,,,"Cardiovascular disease",
5a71206837ba,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019","Race_ Black vs",,,,,,"Race black vs white",
95a5be1a8c40,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019",COPD,,,,,,COPD,
fcc93676d148,"ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019","Chronic kidney disease",,,,,,"Chronic kidney disease",
269685d08537,"ICU and ventilator mortality among critically ill adults with COVID-19","Chronic kidney disease",,,,,,,
4514a9a7a52f,"ICU and ventilator mortality among critically ill adults with COVID-19","Heart Disease",,,,,,,
6f80f749f343,"ICU and ventilator mortality among critically ill adults with COVID-19","Race_ Other vs",,,,,,,
702c81acc8a8,"ICU and ventilator mortality among critically ill adults with COVID-19",Hypertension,,,,,,,
9cb37bfd6728,"ICU and ventilator mortality among critically ill adults with COVID-19",Diabetes,,,,,,,
b769348ae1de,"ICU and ventilator mortality among critically ill adults with COVID-19","Heart Failure",,,,,,,
e1bd09d43b23,"ICU and ventilator mortality among critically ill adults with COVID-19","Race_ Black vs",,,,,,,
a6a03b60103c,"Impact of blood analysis and immune function on the prognosis of patients with COVID-19","Male gender",,,,,,,
0972ff32c0a7,"Impact of cardiovascular disease and cardiac injury on in-hospital mortality in patients with COVID-19: a systematic review and meta-analysis.",Hypertension,,,,,,,
e348d4c09ca3,"Impact of cardiovascular disease and cardiac injury on in-hospital mortality in patients with COVID-19: a systematic review and meta-analysis.","Heart Disease",,,,,,,
825db82ed308,"Impact of Cerebrovascular and Cardiovascular Diseases on Mortality and Severity of COVID-19 â€“ Systematic Review, Meta-analysis, and Meta-regression","Cerebrovascular disease","RR 1.88",1.0,3.51,0.05,"Not Significant","Not Adjusted",Extracted
d227b08fcb72,"Impact of Cerebrovascular and Cardiovascular Diseases on Mortality and Severity of COVID-19 â€“ Systematic Review, Meta-analysis, and Meta-regression","Heart Disease","RR 2.25",1.51,3.36,<0.01,Significant,"Not Adjusted",Extracted
39f386116dcf,"Impaired type I interferon activity and exacerbated inflammatory responses in severe Covid-19 patients","Male gender","OR 2.42",0.6,9.68,0.21,,,
d4bf108c2508,"Impaired type I interferon activity and exacerbated inflammatory responses in severe Covid-19 patients",Hypertension,"OR 2.86",0.82,9.99,0.1,"Not Significant","Not Adjusted",Calculated
fb3af693f7dc,"Incidence of venous thromboembolism in hospitalized patients with COVID-20","Male gender","OR 2.42",1.26,4.62,0.01,Significant,"Not Adjusted",Calculated
133229dd22c2,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",Cancer,"RR 2.93",1.34,6.41,,Significant,"Not Adjusted",Extracted
28f92532e7d6,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",COPD,"OR 5.32",2.61,10.85,,Significant,"Not Adjusted",Extracted
33edf7003b7f,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis","Chronic kidney disease","OR 6.02",2.19,16.51,,Significant,"Not Adjusted",Extracted
a495ae56e6b8,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis","Smoking Status","OR 1.73",1.15,2.63,,Significant,"Not Adjusted",Extracted
cbadfc43b6dd,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis","Cerebrovascular disease","OR 3.22",1.49,6.97,,Significant,"Not Adjusted",Calculated
4ad5e37e2033,"Influence factors of death risk among COVID-19 patients in Wuhan, China: a hospital-based case-cohort study","Smoking Status",,,,,,,"Smoking status"
117381319fe1,"Influence of diabetes mellitus on the severity and fatality of SARS-CoV-2 infection.",Diabetes,AOR=5.29,1.07,26.02,<0.05,Significant,Adjusted,Extracted
1e6670d2577e,"Influence of diabetes mellitus on the severity and fatality of SARS-CoV-2 infection.",Diabetes,OR=2.58,1.93,3.45,,Significant,"Not Adjusted",Extracted
8e4f1418ff2a,"Influence of diabetes mellitus on the severity and fatality of SARS-CoV-2 infection.",Diabetes,OR=4.67,1.19,18.26,<0.05,Significant,"Not Adjusted",Extracted
0702c6999cdd,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Ethnicity_ Hispanic vs","RR 0.96",0.76,1.21,,"Not Significant",Adjusted,Extracted
1fe612bd26d5,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Chronic kidney disease","RR 1.05",0.94,1.16,,"Not Significant",Adjusted,Extracted
26e83b0a4e93,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Overweight or obese","RR 1.31",1.16,1.47,,Significant,Adjusted,Extracted
27e12e8789b1,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Autoimmune disorders",,,,,,,
28cb37cd026e,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Neurological disorders","RR 0.88",0.76,1.03,,"Not Significant","Not Adjusted",Extracted
29904a27e14c,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Race_ Black vs","RR 1.01",0.89,1.15,,"Not Significant",Adjusted,Extracted
299cd24a15b6,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Immune system disorders","RR 1.29",1.13,1.47,,Significant,Adjusted,Extracted
355d64bfec57,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Heart Disease","RR 1.17",1.09,1.26,,Significant,"Not Adjusted",Extracted
373f01ca6cd1,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Smoking Status","RR 1.26",1.1,1.43,,Significant,"Not Adjusted",Extracted
3df82cf07508,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)",Hypertension,"RR 0.92",0.79,1.07,,"Not Significant",Adjusted,Extracted
4d038c0e5da2,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Chronic kidney disease","RR 1.23",1.11,1.37,,Significant,"Not Adjusted",Extracted
4d888e230228,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Race_ Black vs","RR 1.03",0.93,1.13,,"Not Significant","Not Adjusted",Extracted
63e2c56b2793,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)",Diabetes,"RR 1.20",1.08,1.34,,Significant,"Not Adjusted",Extracted
65c2b7ceb604,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Chronic respiratory diseases","RR 1.25",1.09,1.44,,Significant,"Not Adjusted",Extracted
6e4b1ef31520,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Immune system disorders","RR 1.39",1.22,1.58,,Significant,"Not Adjusted",Extracted
6f1c242689b1,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Heart Disease","RR 0.98",0.88,1.09,,"Not Significant",Adjusted,Extracted
7b24da0d8523,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Overweight or obese","RR 1.25",1.14,1.37,,Significant,"Not Adjusted",Extracted
87c8f9d95577,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Smoking Status","RR 1.07",0.92,1.24,,"Not Significant",Adjusted,Extracted
9233e75cf89a,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Race_ Other vs","RR 1.06",0.83,1.37,,"Not Significant",Adjusted,Extracted
939511f41948,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Neurological disorders","RR 0.85",0.7,1.04,,"Not Significant",Adjusted,Extracted
abb36e5811b6,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Chronic respiratory diseases","RR 1.17",1.0,1.37,,"Not Significant",Adjusted,Extracted
b57772424da1,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)",Hypertension,"RR 1.13",1.01,1.27,,Significant,"Not Adjusted",Extracted
c0ba70ae55e1,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Autoimmune disorders","RR 0.96",0.74,1.26,,"Not Significant","Not Adjusted",Extracted
c2dc4dfcf7fc,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Ethnicity_ Hispanic vs","RR 0.86",0.69,1.09,,"Not Significant","Not Adjusted",Extracted
c5ee469b64f6,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)","Race_ Other vs","RR 1.03",0.89,1.18,,"Not Significant","Not Adjusted",Extracted
e0cac441c939,"Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)",Diabetes,"RR 1.13",1.03,1.24,,Significant,Adjusted,Extracted
d7565403492e,"Is diabetes mellitus associated with mortality and severity of COVID-19? A meta-analysis",Diabetes,"OR 2.75",2.09,3.62,,Significant,"Not Adjusted",Extracted
3d7e6619de33,"Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals","Male gender","OR 2.14",1.72,2.66,,,,
c83ebfa3c5f8,"Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals","Overweight or obese","OR 1.33",1.04,1.7,,,,
90a9ca998fe9,"Key to successful treatment of COVID-19: accurate identification of severe risks and early intervention of disease progression","Male gender","OR 2.22",0.89,5.54,0.09,"Not Significant","Not Adjusted",Calculated
b1b8fc7b1de8,"Kidney Allograft Recipients Diagnosed with Coronavirus Disease-2019: A Single Center Report","Male gender","OR 4.43",1.23,15.9,0.02,Significant,"Not Adjusted",Calculated
11b006e3f300,"Longitudinal association between markers of liver injury and mortality in COVIDâ€19 in China","Chronic liver disease","OR 1.74",1.08,2.8,0.02,Significant,"Not Adjusted",Calculated
b317193cd8da,"Longitudinal association between markers of liver injury and mortality in COVIDâ€19 in China","Male gender","OR 1.51",1.32,1.71,0,"Not Significant","Not Adjusted",Calculated
26bd99dad6ce,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",COPD,,,,,,,
2a341f63eaa1,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Diabetes,,,,,,,
40ea9be10584,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Age,,,,,,,
492cf5f9b2d6,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Hypertension,,,,,,,
69a6b1b8f48a,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Diabetes,,,,,,,
72b33f744d6f,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19","Heart Disease",,,,,,,
83987a27dd38,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19","Heart Disease",,,,,,,
87b89e55f6bb,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Age,,,,,,,
a17947c8e9cd,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Hypertension,,,,,,,
c6e67a1303d2,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",COPD,,,,,,,
7ac5156d594f,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2019","Heart Disease",,,,,,,
bca2c85bc13c,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2021","Male gender",,,,,,,
9e0598aabdc9,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2022",Hypertension,,,,,,,
ecb0b41934eb,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2024",Diabetes,,,,,,,
1f692a625c98,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2025","Smoking Status",,,,,,,
20371e51acf0,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026","Overweight or obese",,,,,,,
dbcbdfe1af3e,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026","Overweight or obese",,,,,,,
0545808c9661,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Black vs",,,,,,,
097822482403,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Chronic kidney disease",,,,,,,
1f3c07eb0f68,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Hypertension,,,,,,,
2333d6f4afc1,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Diabetes,,,,,,,
2534ed604f03,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Overweight or obese",,,,,,,
298ff7b76b0b,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Smoking Status",,,,,,,
2d9d03a023ad,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Hypertension,,,,,,,
3b728749d009,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Failure",,,,,,,
49657a0ca0d8,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Cancer,,,,,,,
